suburb,address,price,sold_date,property_type,bedrooms,bathrooms,parking,land_size,collected_at
ALBION PARK,"10 Red Gum Road, Albion Park NSW 2527",910000,2025-02-21,house,4.0,2.0,2.0,,2025-03-18T03:30:39.738479
ALBION PARK,"1/243 Tongarra Road, Albion Park NSW 2527",650000,2025-02-21,townhouse,2.0,2.0,1.0,,2025-03-18T03:30:39.738479
ALBION PARK,"8 Digby Close, Albion Park NSW 2527",830000,2025-02-19,house,3.0,2.0,,,2025-03-18T03:30:39.738479
ALBION PARK,"34 Darling Dr, Albion Park NSW 2527",1270000,2025-02-19,house,5.0,3.0,3.0,657.0,2025-03-18T03:30:39.738479
ALBION PARK,"1/39 Mortlock Drive, Albion Park NSW 2527",880000,2025-02-19,duplex-semi-detached,3.0,2.0,2.0,,2025-03-18T03:30:39.738479
ALBION PARK,"23 Ashton Close, Albion Park NSW 2527",550000,2025-02-18,residential land,,,,849.0,2025-03-18T03:30:39.738479
ALBION PARK,"11 Roper Road, Albion Park NSW 2527",870000,2025-02-14,house,4.0,1.0,2.0,701.0,2025-03-18T03:30:39.738479
ALBION PARK,"2/243 Tongarra Road, Albion Park NSW 2527",672000,2025-02-14,townhouse,3.0,2.0,1.0,,2025-03-18T03:30:39.738479
ALBION PARK,"3 Brae Road, Albion Park NSW 2527",794000,2025-02-11,house,3.0,2.0,1.0,600.0,2025-03-18T03:30:39.738479
ALBION PARK,"4/36 Taylor Road, Albion Park NSW 2527",740000,2025-02-11,townhouse,3.0,2.0,2.0,,2025-03-18T03:30:39.738479
ALBION PARK,"7 Pleasant View Close, Albion Park NSW 2527",1290000,2025-01-30,house,6.0,3.0,5.0,1189.0,2025-03-18T03:30:39.738479
ALBION PARK,"29/12 Propane Street, Albion Park NSW 2527",775000,2025-01-30,villa,3.0,2.0,2.0,,2025-03-18T03:30:39.738479
ALBION PARK,"5 Dawson Place, Albion Park NSW 2527",920000,2025-01-23,house,4.0,2.0,2.0,623.0,2025-03-18T03:30:39.738479
ALBION PARK,"8 Warrego street, Albion Park NSW 2527",920000,2025-01-14,house,4.0,2.0,3.0,552.0,2025-03-18T03:30:39.738479
ALBION PARK,"18 Abercrombie Crescent, Albion Park NSW 2527",1125000,2025-01-13,house,5.0,2.0,2.0,568.0,2025-03-18T03:30:39.738479
ALBION PARK,"32 Samuel Circuit, Albion Park NSW 2527",844000,2025-01-08,house,3.0,1.0,3.0,586.0,2025-03-18T03:30:39.738479
ALBION PARK RAIL,"321 Princes Highway, Albion Park Rail NSW 2527",1100000,2025-02-28,house,4.0,2.0,2.0,1439.0,2025-03-18T03:30:39.740481
ALBION PARK RAIL,"5 - 7 Rivulet Crescent, Albion Park Rail NSW 2527",2225700,2025-02-21,residential land,,,,2515.0,2025-03-18T03:30:39.740481
ALBION PARK RAIL,"1/351-353 Princes Highway, Albion Park Rail NSW 2527",785000,2025-02-20,villa,4.0,2.0,2.0,,2025-03-18T03:30:39.740481
ALBION PARK RAIL,"2/52 Kimbeth Crescent, Albion Park Rail NSW 2527",595000,2025-02-20,townhouse,3.0,1.0,1.0,,2025-03-18T03:30:39.740481
ALBION PARK RAIL,"3/1 Ball Place, Albion Park Rail NSW 2527",655000,2025-02-10,villa,2.0,1.0,1.0,,2025-03-18T03:30:39.740481
ALBION PARK RAIL,"5/40-42 Bateman Avenue, Albion Park Rail NSW 2527",620000,2025-01-29,townhouse,3.0,1.0,2.0,,2025-03-18T03:30:39.740481
ALBION PARK RAIL,"55 Kaylaur Crescent, Albion Park Rail NSW 2527",745000,2025-01-24,house,3.0,1.0,3.0,702.0,2025-03-18T03:30:39.740481
ALBION PARK RAIL,"3/3 Karoo Street, Albion Park Rail NSW 2527",930000,2025-01-21,townhouse,3.0,2.0,2.0,,2025-03-18T03:30:39.740481
ALBION PARK RAIL,"39 Tongarra Road, Albion Park Rail NSW 2527",752000,2025-01-16,house,4.0,1.0,1.0,580.0,2025-03-18T03:30:39.740481
ALBION PARK RAIL,"38 Maple Street, Albion Park Rail NSW 2527",830000,2025-01-15,house,3.0,1.0,2.0,575.0,2025-03-18T03:30:39.740481
ALBURY,"1/553 Smollett Street, Albury NSW 2640",1040000,2025-02-03,apartment,3.0,2.0,2.0,,2025-03-18T03:30:46.251320
ALEXANDRIA,"8/196-202 Wyndham Street, Alexandria NSW 2015",1050000,2025-03-17,apartment,2.0,2.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"506/18 Huntley Street, Alexandria NSW 2015",870000,2025-03-15,apartment,1.0,1.0,,,2025-03-18T03:30:46.252328
ALEXANDRIA,"B318/222 Botany Road, Alexandria NSW 2015",720000,2025-03-15,apartment,1.0,1.0,,,2025-03-18T03:30:46.252328
ALEXANDRIA,"8L/274 Botany Road, Alexandria NSW 2015",675000,2025-03-12,apartment,1.0,1.0,,,2025-03-18T03:30:46.252328
ALEXANDRIA,"25/1 Shirley Street, Alexandria NSW 2015",752000,2025-03-10,apartment,1.0,1.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"M603/68 McEvoy Street, Alexandria NSW 2015",930000,2025-03-10,apartment,2.0,2.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"159 Railway Parade, Alexandria NSW 2015",1260000,2025-03-07,house,1.0,1.0,,89.0,2025-03-18T03:30:46.252328
ALEXANDRIA,"19/125 Euston Road, Alexandria NSW 2015",1825000,2025-03-06,apartment,3.0,3.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"2/142 Lawrence Street, Alexandria NSW 2015",1360000,2025-03-03,townhouse,2.0,2.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"G2/71-91 Euston Road, Alexandria NSW 2015",750000,2025-03-03,apartment,1.0,1.0,1.0,75.0,2025-03-18T03:30:46.252328
ALEXANDRIA,"23 Copeland Street, Alexandria NSW 2015",1837500,2025-02-28,house,2.0,1.0,,145.0,2025-03-18T03:30:46.252328
ALEXANDRIA,"108 Wyndham Street, Alexandria NSW 2015",1810000,2025-02-28,house,2.0,1.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"205/123-129 Wyndham Street, Alexandria NSW 2015",1230000,2025-02-20,apartment,2.0,2.0,1.0,102.0,2025-03-18T03:30:46.252328
ALEXANDRIA,"24/111-117 McEvoy Street, Alexandria NSW 2015",1350000,2025-02-15,apartment,2.0,2.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"9/53-55 Ralph Street, Alexandria NSW 2015",950000,2025-02-13,apartment,2.0,2.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"31/15-17 Fountain Street, Alexandria NSW 2015",1345000,2025-02-11,apartment,2.0,2.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"57 Gerard Street, Alexandria NSW 2015",3170000,2025-02-08,house,3.0,2.0,1.0,228.0,2025-03-18T03:30:46.252328
ALEXANDRIA,"31/240 Lawrence Street, Alexandria NSW 2015",896000,2025-02-08,apartment,1.0,1.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"E108/2-6 Mandible Street, Alexandria NSW 2015",660000,2025-02-07,apartment,1.0,1.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"44/93-103 Euston Road, Alexandria NSW 2015",725000,2025-02-06,apartment,1.0,1.0,1.0,108.0,2025-03-18T03:30:46.252328
ALEXANDRIA,"4/27-41 Wyndham Street, Alexandria NSW 2015",960000,2025-02-04,apartment,2.0,2.0,,,2025-03-18T03:30:46.252328
ALEXANDRIA,"110B/39 Ralph St, Alexandria NSW 2015",1650000,2025-01-31,apartment,3.0,2.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"18 Brennan Street, Alexandria NSW 2015",890000,2025-01-30,townhouse,1.0,1.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"2/12 Garden Street, Alexandria NSW 2015",1290000,2025-01-29,apartment,2.0,2.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"107B/3 Brennan Street, Alexandria NSW 2015",705000,2025-01-09,apartment,1.0,1.0,,63.0,2025-03-18T03:30:46.252328
ALEXANDRIA,"C59/240 Wyndham Street, Alexandria NSW 2015",1400000,2025-01-08,apartment,3.0,2.0,1.0,,2025-03-18T03:30:46.252328
ALEXANDRIA,"A17/252 Botany Road, Alexandria NSW 2015",970000,2025-01-07,apartment,2.0,2.0,1.0,110.0,2025-03-18T03:30:46.252328
ALFORDS POINT,"6 Angophora Place, Alfords Point NSW 2234",1785000,2025-03-11,house,4.0,2.0,2.0,756.0,2025-03-18T03:30:51.734985
ALFORDS POINT,"11 Melaleuca Place, Alfords Point NSW 2234",1820000,2025-02-27,house,4.0,2.0,5.0,1027.0,2025-03-18T03:30:51.734985
ALFORDS POINT,"8 Ribbon Gum Close, Alfords Point NSW 2234",1475000,2025-02-06,house,4.0,3.0,2.0,621.0,2025-03-18T03:30:51.734985
ALFREDTOWN,"11 Pine Court, Springvale NSW 2650",355000,2025-02-11,residential land,,,,3996.0,2025-03-18T03:30:51.736531
ALICE,"52 Walker Street, Casino NSW 2470",505000,2025-03-05,house,4.0,2.0,2.0,1018.0,2025-03-18T03:30:51.740047
ALICE,"37 Hickey Street, Casino NSW 2470",350000,2025-02-28,house,3.0,1.0,3.0,,2025-03-18T03:30:51.740047
ALICE,"7 William Street, Casino NSW 2470",320000,2025-02-27,duplex-semi-detached,2.0,2.0,,727.0,2025-03-18T03:30:51.740047
ALICE,"37 Blue Wren Way/69 Light Street, Casino NSW 2470",335000,2025-02-05,house,2.0,1.0,2.0,,2025-03-18T03:30:51.740047
ALICE,"75 Centre Street, Casino NSW 2470",428000,2025-01-31,house,4.0,2.0,3.0,1081.0,2025-03-18T03:30:51.740047
ALICE,"50 Hotham Street, Casino NSW 2470",403000,2025-01-28,house,3.0,1.0,2.0,458.0,2025-03-18T03:30:51.740047
ALICE,"4 Light Street, Casino NSW 2470",505000,2025-01-21,house,3.0,2.0,8.0,950.0,2025-03-18T03:30:51.740047
ALICE,"63 Parrot Place/69 Light street, Casino NSW 2470",482000,2025-01-20,house,3.0,2.0,2.0,,2025-03-18T03:30:51.740047
ALICE,"12 Centre Street, Casino NSW 2470",482000,2025-01-19,house,3.0,1.0,2.0,,2025-03-18T03:30:51.740047
ALLAMBIE,"24 Corkery Crescent, Allambie Heights NSW 2100",3005000,2025-03-13,house,3.0,2.0,2.0,783.0,2025-03-18T03:30:56.961498
ALLAMBIE,"35 Pozieres Parade, Allambie Heights NSW 2100",2350000,2025-03-07,house,4.0,2.0,2.0,,2025-03-18T03:30:56.961498
ALLAMBIE,"45 Inglebar Avenue, Allambie Heights NSW 2100",2700000,2025-03-01,house,3.0,1.0,2.0,866.0,2025-03-18T03:30:56.961498
ALLAMBIE,"14 Canea Crescent, Allambie Heights NSW 2100",2700000,2025-02-25,house,3.0,2.0,2.0,587.0,2025-03-18T03:30:56.961498
ALLAMBIE,"77 Smith Avenue, Allambie Heights NSW 2100",2452500,2025-02-25,house,5.0,2.0,2.0,531.0,2025-03-18T03:30:56.961498
ALLAMBIE,"17 Darmour Avenue, Allambie Heights NSW 2100",3610000,2025-02-15,house,5.0,3.0,2.0,,2025-03-18T03:30:56.961498
ALLAMBIE,"4 Binalong Avenue, Allambie Heights NSW 2100",2200000,2025-02-08,house,3.0,1.0,1.0,638.0,2025-03-18T03:30:56.961498
ALLANDALE,"Villa 550/15 Thompsons Road, Pokolbin NSW 2320",555000,2025-03-13,house,3.0,2.0,2.0,,2025-03-18T03:30:56.964620
ALLANDALE,"12 Horizon Lane, Pokolbin NSW 2320",145000,2025-02-06,residential land,,,,4057.0,2025-03-18T03:30:56.964620
ALLAWAH,"12/35 Illawarra Street, Allawah NSW 2218",731000,2025-03-10,unit,2.0,1.0,2.0,,2025-03-18T03:31:02.021189
ALLAWAH,"5/50 Illawarra Street, Allawah NSW 2218",845000,2025-03-08,apartment,3.0,1.0,2.0,,2025-03-18T03:31:02.021189
ALLAWAH,"130 St Georges Parade, Allawah NSW 2218",1522000,2025-02-15,house,3.0,2.0,2.0,,2025-03-18T03:31:02.021189
ALLAWAH,"2/432-434 Railway Parade, Allawah NSW 2218",585000,2025-01-07,apartment,1.0,1.0,1.0,,2025-03-18T03:31:02.021189
ALSTONVILLE,"32 Coral Street, Alstonville NSW 2477",785000,2025-03-12,house,4.0,2.0,1.0,768.0,2025-03-18T03:31:45.267760
ALSTONVILLE,"6 Green Street, Alstonville NSW 2477",800000,2025-03-06,residential land,,,,682.0,2025-03-18T03:31:45.267760
ALSTONVILLE,"55 Rous Road, Alstonville NSW 2477",3250000,2025-03-03,horticulture,6.0,3.0,2.0,,2025-03-18T03:31:45.267760
ALSTONVILLE,"52 Mellis Circuit, Alstonville NSW 2477",830000,2025-02-25,house,3.0,1.0,3.0,792.0,2025-03-18T03:31:45.267760
ALSTONVILLE,"21 Main Street, Alstonville NSW 2477",1300000,2025-02-25,house,4.0,2.0,1.0,1012.0,2025-03-18T03:31:45.267760
ALSTONVILLE,"Unit 1/19 Arrowsmith Avenue, Alstonville NSW 2477",550000,2025-02-20,duplex-semi-detached,2.0,1.0,1.0,,2025-03-18T03:31:45.267760
ALSTONVILLE,"Unit 2/23 Arrowsmith Avenue, Alstonville NSW 2477",590000,2025-02-19,unit,2.0,1.0,1.0,246.0,2025-03-18T03:31:45.267760
ALSTONVILLE,"Unit 5/130-134 Ballina Road, Alstonville NSW 2477",540000,2025-02-18,unit,2.0,1.0,1.0,,2025-03-18T03:31:45.267760
ALSTONVILLE,"11 Alston Avenue, Alstonville NSW 2477",890000,2025-02-14,house,3.0,2.0,2.0,966.0,2025-03-18T03:31:45.267760
ALSTONVILLE,"10 Clare Street, Alstonville NSW 2477",835000,2025-02-10,house,3.0,1.0,1.0,630.0,2025-03-18T03:31:45.267760
ALSTONVILLE,"27 Clare Street, Alstonville NSW 2477",940000,2025-02-10,house,3.0,1.0,3.0,765.0,2025-03-18T03:31:45.267760
ALSTONVILLE,"1/16 Ambrose Lane, Alstonville NSW 2477",855000,2025-01-31,house,4.0,3.0,1.0,,2025-03-18T03:31:45.267760
ALSTONVILLE,"106 Mellis Circuit, Alstonville NSW 2477",1135000,2025-01-30,house,4.0,2.0,3.0,722.0,2025-03-18T03:31:45.267760
ALSTONVILLE,"4/6 Cawley Close, Alstonville NSW 2477",610000,2025-01-13,villa,3.0,1.0,1.0,,2025-03-18T03:31:45.267760
ALSTONVILLE,"3 Norvell Grove, Alstonville NSW 2477",865000,2025-01-10,house,3.0,2.0,3.0,764.0,2025-03-18T03:31:45.267760
ALUMY CREEK,"78 River Street, Brushgrove NSW 2460",640000,2025-01-23,house,3.0,2.0,4.0,4047.0,2025-03-18T03:32:00.012246
AMAROO,"17 Reynolds Street, Molong NSW 2866",1100000,2025-03-12,house,5.0,4.0,2.0,1644.0,2025-03-18T03:32:00.014360
AMAROO,"19 Riddell Street, Molong NSW 2866",388000,2025-02-24,house,2.0,1.0,1.0,734.0,2025-03-18T03:32:00.014360
AMAROO,"8 Shields Lane, Molong NSW 2866",202000,2025-02-07,residential land,,,,603.0,2025-03-18T03:32:00.014360
AMAROO,"56 Gidley Street, Molong NSW 2866",540000,2025-02-04,house,3.0,2.0,2.0,1054.0,2025-03-18T03:32:00.014360
AMBARVALE,"34 Boythorn Avenue, Ambarvale NSW 2560",910000,2025-03-11,house,3.0,1.0,1.0,608.0,2025-03-18T03:32:00.015933
AMBARVALE,"13/3 Lavinia Place, Ambarvale NSW 2560",322000,2025-03-03,apartment,2.0,1.0,1.0,,2025-03-18T03:32:00.015933
AMBARVALE,"26 Clerkenwell Street, Ambarvale NSW 2560",1017500,2025-02-18,house,4.0,2.0,4.0,629.0,2025-03-18T03:32:00.015933
AMBARVALE,"12 Jasper place, Ambarvale NSW 2560",910000,2025-01-30,house,3.0,1.0,1.0,616.0,2025-03-18T03:32:00.015933
AMBARVALE,"23 Lillyvicks Crescent, Ambarvale NSW 2560",850000,2025-01-24,house,3.0,1.0,2.0,627.0,2025-03-18T03:32:00.015933
AMBARVALE,"79 Woodcourt Street, Ambarvale NSW 2560",840000,2025-01-06,house,4.0,1.0,1.0,706.0,2025-03-18T03:32:00.015933
ANABRANCH NORTH,"275 Delta Road, Curlwaa NSW 2648",550000,2025-02-07,house,3.0,1.0,2.0,,2025-03-18T03:32:08.739928
ANAMBAH,"Lot 316 Cullami Street, Anambah NSW 2320",733000,2025-01-27,house,3.0,2.0,2.0,454.0,2025-03-18T03:32:08.744054
ANEMBO,"8 Millwood Lane, Bungendore NSW 2621",1350000,2025-03-14,house,4.0,2.0,3.0,,2025-03-18T03:32:08.747118
ANEMBO,"74 Butmaroo Street, Bungendore NSW 2621",885000,2025-03-13,house,4.0,3.0,4.0,692.0,2025-03-18T03:32:08.747118
ANEMBO,"18 Larmer Street, Bungendore NSW 2621",1235000,2025-03-12,house,5.0,3.0,2.0,1422.0,2025-03-18T03:32:08.747118
ANEMBO,"8 Westwood Circuit, Bungendore NSW 2621",1175000,2025-02-28,house,5.0,2.0,9.0,1102.0,2025-03-18T03:32:08.747118
ANEMBO,"2 Chinnery Close, Bungendore NSW 2621",1040000,2025-02-28,house,5.0,2.0,3.0,1007.0,2025-03-18T03:32:08.747118
ANEMBO,"6 Rocky Glen Road, Bungendore NSW 2621",1200000,2025-02-28,acreage-semi-rural,1.0,1.0,,150000.0,2025-03-18T03:32:08.747118
ANEMBO,"2 Murray Grey Place, Bungendore NSW 2621",1025000,2025-02-27,house,4.0,2.0,2.0,700.0,2025-03-18T03:32:08.747118
ANEMBO,"73 Clare Lane, Bungendore NSW 2621",1900000,2025-02-17,acreage-semi-rural,7.0,4.0,4.0,150300.0,2025-03-18T03:32:08.747118
ANEMBO,"1/124a Ellendon Street, Bungendore NSW 2621",1350000,2025-02-17,house,4.0,2.0,5.0,1097.0,2025-03-18T03:32:08.747118
ANEMBO,"55 Hopkins Street, Bungendore NSW 2621",949000,2025-02-11,house,3.0,2.0,2.0,1006.0,2025-03-18T03:32:08.747118
ANEMBO,"17 Harp Avenue, Bungendore NSW 2621",410000,2025-01-23,residential land,,,,1053.0,2025-03-18T03:32:08.747118
ANEMBO,"80 McDonnell Drive, Bungendore NSW 2621",1690000,2025-01-23,house,5.0,2.0,4.0,8000.0,2025-03-18T03:32:08.747118
ANEMBO,"87 Malbon Street, Bungendore NSW 2621",736000,2025-01-23,house,3.0,2.0,1.0,,2025-03-18T03:32:08.747118
ANEMBO,"6 Mckay Drive, Bungendore NSW 2621",1020000,2025-01-16,house,4.0,2.0,2.0,1036.0,2025-03-18T03:32:08.747118
ANEMBO,"10 Murray Grey Place, Bungendore NSW 2621",930000,2025-01-15,house,4.0,2.0,,933.0,2025-03-18T03:32:08.747118
ANEMBO,"6 Mcfadzen Place, Bungendore NSW 2621",970000,2025-01-10,house,4.0,2.0,6.0,1619.0,2025-03-18T03:32:08.747118
ANGLEDALE,"30 Belmore Street, Bega NSW 2550",685000,2025-02-12,house,3.0,1.0,2.0,1775.0,2025-03-18T03:32:14.060383
ANGLEDALE,"12 Blomfield Avenue, Bega NSW 2550",555000,2025-02-04,house,3.0,1.0,2.0,,2025-03-18T03:32:14.060383
ANGLEDALE,"67 Ravenswood Street, Bega NSW 2550",525000,2025-01-30,house,2.0,1.0,1.0,,2025-03-18T03:32:14.060383
ANGUS,"18 Nalah Glade, Riverstone NSW 2765",911500,2025-03-17,townhouse,4.0,3.0,1.0,,2025-03-18T03:32:22.223042
ANGUS,"6 Matthias Street, Riverstone NSW 2765",1025000,2025-03-17,house,4.0,2.0,1.0,,2025-03-18T03:32:22.223042
ANGUS,"14A Jemima Street, Riverstone NSW 2765",945000,2025-03-17,duplex-semi-detached,4.0,2.0,1.0,247.0,2025-03-18T03:32:22.223042
ANGUS,"38 Regent Street, Riverstone NSW 2765",950000,2025-03-15,house,3.0,1.0,1.0,674.0,2025-03-18T03:32:22.223042
ANGUS,"52 Tallulah Parade(Grantham Farm), Riverstone NSW 2765",1165000,2025-03-13,house,4.0,2.0,2.0,396.0,2025-03-18T03:32:22.223042
ANGUS,"29 Connor Street, Riverstone NSW 2765",1060000,2025-03-12,house,4.0,2.0,1.0,,2025-03-18T03:32:22.223042
ANGUS,"5 Durga Crescent (Grantham Farm), Riverstone NSW 2765",925000,2025-03-09,house,3.0,2.0,1.0,317.0,2025-03-18T03:32:22.223042
ANGUS,"9 Globe Street(Grantham Farm), Riverstone NSW 2765",1350000,2025-03-08,house,5.0,3.0,2.0,312.0,2025-03-18T03:32:22.223042
ANGUS,"Address available on request, Riverstone NSW 2765",1680000,2025-03-06,other,4.0,1.0,3.0,19100.0,2025-03-18T03:32:22.223042
ANGUS,"75 Walker Parade, Riverstone NSW 2765",1500000,2025-03-01,house,3.0,1.0,3.0,4000.0,2025-03-18T03:32:22.223042
ANGUS,"9 Lacilo Street, Riverstone NSW 2765",804000,2025-02-28,residential land,,,,,2025-03-18T03:32:22.223042
ANGUS,"5, 7 & 9 Lacilo Street, Riverstone NSW 2765",804000,2025-02-28,residential land,,,,430.0,2025-03-18T03:32:22.223042
ANGUS,"7 Lacilo Street, Riverstone NSW 2765",780000,2025-02-28,residential land,,,,400.0,2025-03-18T03:32:22.223042
ANGUS,"34 Perera Street, Riverstone NSW 2765",1422000,2025-02-28,house,5.0,3.0,2.0,309.0,2025-03-18T03:32:22.223042
ANGUS,"5 Lacilo Street, Riverstone NSW 2765",780000,2025-02-27,residential land,,,,,2025-03-18T03:32:22.223042
ANGUS,"94 Riverstone Parade, Riverstone NSW 2765",1040000,2025-02-27,house,3.0,1.0,1.0,556.0,2025-03-18T03:32:22.223042
ANGUS,"14 Dodman Glade, Riverstone NSW 2765",888000,2025-02-26,house,5.0,3.0,1.0,,2025-03-18T03:32:22.223042
ANGUS,"102 Edmund Street, Riverstone NSW 2765",1317500,2025-02-25,house,5.0,3.0,2.0,,2025-03-18T03:32:22.223042
ANGUS,"45 Sydney Street, Riverstone NSW 2765",1200000,2025-02-22,house,3.0,2.0,2.0,,2025-03-18T03:32:22.223042
ANGUS,"29 Cranbourne Street, Riverstone NSW 2765",1320000,2025-02-20,house,5.0,3.0,2.0,408.0,2025-03-18T03:32:22.223042
ANGUS,"15 Bourke St Street, Riverstone NSW 2765",950000,2025-02-18,house,3.0,2.0,1.0,,2025-03-18T03:32:22.223042
ANGUS,"43 Quill Street, Riverstone NSW 2765",1155000,2025-02-16,house,4.0,2.0,2.0,300.0,2025-03-18T03:32:22.223042
ANGUS,"17 Oliver Street, Riverstone NSW 2765",1030000,2025-02-13,house,3.0,1.0,1.0,712.0,2025-03-18T03:32:22.223042
ANGUS,"82 Grandeur Parade, Riverstone NSW 2765",870000,2025-02-08,townhouse,3.0,2.0,1.0,,2025-03-18T03:32:22.223042
ANGUS,"13 Kilpatrick Street, Riverstone NSW 2765",1270000,2025-02-06,house,5.0,3.0,2.0,,2025-03-18T03:32:22.223042
ANGUS,"20 Church Street, Riverstone NSW 2765",1070000,2025-01-31,house,3.0,1.0,3.0,765.0,2025-03-18T03:32:22.223042
ANGUS,"12 Jemima Street, Riverstone NSW 2765",975000,2025-01-29,house,3.0,2.0,1.0,366.0,2025-03-18T03:32:22.223042
ANGUS,"43 Monk Glade, Riverstone NSW 2765",850000,2025-01-28,townhouse,4.0,2.0,2.0,,2025-03-18T03:32:22.223042
ANGUS,"Lot 406, Riverstone road, Riverstone NSW 2765",660000,2025-01-23,residential land,,,,332.0,2025-03-18T03:32:22.223042
ANGUS,"33 Resh Avenue, Riverstone NSW 2765",1075000,2025-01-20,house,5.0,3.0,1.0,278.0,2025-03-18T03:32:22.223042
ANGUS,"128 McCulloch Street, Riverstone NSW 2765",1055000,2025-01-20,house,5.0,3.0,1.0,,2025-03-18T03:32:22.223042
ANGUS,"12 Bullard Street ( Grantham Farm), Riverstone NSW 2765",1055000,2025-01-19,house,4.0,2.0,1.0,,2025-03-18T03:32:22.223042
ANGUS,"3 Tallulah Parade (Grantham Farm), Riverstone NSW 2765",1011500,2025-01-18,house,4.0,2.0,1.0,328.0,2025-03-18T03:32:22.223042
ANGUS,"139 Garfield Road East, Riverstone NSW 2765",1180000,2025-01-17,house,5.0,2.0,1.0,695.0,2025-03-18T03:32:22.223042
ANGUS,"24 Hunter Street, Riverstone NSW 2765",1260000,2025-01-13,house,4.0,2.0,4.0,733.0,2025-03-18T03:32:22.223042
ANGUS,"2 Mudiman Glade, Riverstone NSW 2765",965000,2025-01-13,townhouse,4.0,3.0,1.0,,2025-03-18T03:32:22.223042
ANGUS,"162 Riverstone Road, Riverstone NSW 2765",667000,2025-01-10,residential land,,,,300.0,2025-03-18T03:32:22.223042
ANGUS,"1/30 Persea Avenue, Riverstone NSW 2765",830000,2025-01-10,villa,3.0,2.0,2.0,,2025-03-18T03:32:22.223042
ANGUS,"Lot 401, 10 Riverstone Road, Riverstone NSW 2765",730000,2025-01-09,residential land,,,,341.0,2025-03-18T03:32:22.223042
ANGUS,"59 Cranbourne Street, Riverstone NSW 2765",1440000,2025-01-08,house,4.0,2.0,2.0,411.0,2025-03-18T03:32:22.223042
ANGUS,"59 & 59a Matthias Street, Riverstone NSW 2765",1132000,2025-01-06,house,4.0,3.0,3.0,,2025-03-18T03:32:22.223042
ANNA BAY,"1 Dobbs Place, Anna Bay NSW 2316",1400000,2025-03-15,house,4.0,2.0,2.0,680.0,2025-03-18T03:32:22.226104
ANNA BAY,"80 Campbell Avenue, Anna Bay NSW 2316",750000,2025-03-06,residential land,,,,,2025-03-18T03:32:22.226104
ANNA BAY,"2 Biscay Close, Anna Bay NSW 2316",1160000,2025-02-28,house,4.0,2.0,2.0,650.0,2025-03-18T03:32:22.226104
ANNA BAY,"1/14 Fitzroy Street, Anna Bay NSW 2316",975000,2025-02-28,duplex-semi-detached,4.0,2.0,2.0,,2025-03-18T03:32:22.226104
ANNA BAY,"19 Anglers Drive, Anna Bay NSW 2316",1112000,2025-01-31,house,3.0,2.0,4.0,683.0,2025-03-18T03:32:22.226104
ANNA BAY,"53 Ocean Avenue, Anna Bay NSW 2316",4350000,2025-01-22,house,4.0,3.0,2.0,595.0,2025-03-18T03:32:22.226104
ANNA BAY,"10 Anglers Drive, Anna Bay NSW 2316",1250000,2025-01-21,house,4.0,3.0,6.0,727.0,2025-03-18T03:32:22.226104
ANNA BAY,"35A Argyle Avenue, Anna Bay NSW 2316",950000,2025-01-06,house,4.0,2.0,2.0,313.0,2025-03-18T03:32:22.226104
ANNANDALE,"9/268 Johnston Street, Annandale NSW 2038",970000,2025-03-15,apartment,2.0,1.0,1.0,,2025-03-18T03:32:22.227664
ANNANDALE,"2/6 Nelson Street, Annandale NSW 2038",660000,2025-03-15,apartment,1.0,1.0,,,2025-03-18T03:32:22.227664
ANNANDALE,"4 Arguimbau Street, Annandale NSW 2038",2560000,2025-03-14,house,3.0,2.0,,145.0,2025-03-18T03:32:22.227664
ANNANDALE,"6/3 Hutchinson Street, Annandale NSW 2038",1540000,2025-03-12,townhouse,2.0,1.0,1.0,,2025-03-18T03:32:22.227664
ANNANDALE,"84 Nelson Street, Annandale NSW 2038",1720000,2025-03-04,house,2.0,1.0,,126.0,2025-03-18T03:32:22.227664
ANNANDALE,"72/268 Johnston Street, Annandale NSW 2038",1035000,2025-02-13,apartment,2.0,1.0,1.0,,2025-03-18T03:32:22.227664
ANNANDALE,"201 Young Street, Annandale NSW 2038",1760000,2025-02-08,house,2.0,2.0,1.0,133.0,2025-03-18T03:32:22.227664
ANNANDALE,"6 Wisdom Street, Annandale NSW 2038",2416000,2025-02-01,house,3.0,1.0,,164.0,2025-03-18T03:32:22.227664
